id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
103882,Wilson,Uribe,CC,6948617541,2008-04-21,2025-09-13,Estandar,726.0,Santiago,Chile,Activo,Portal Web
103883,Jairo,Pérez,CC,7114881605,1999-05-10,2026-08-20,Basico,847.0,Santiago,Chile,Activo,App Movil
103884,Octavio,Rodríguez,CC,1975570826,1988-10-12,2025-09-23,Estandar,788.0,Lima,Peru,Activo,Oficina
103885,Amelia,Caicedo,CC,5044414429,1981-11-29,2026-08-26,Basico,515.0,Lima,Peru,Activo,Portal Web
103886,Esneider,Muñoz,CC,2670880501,2008-08-11,2026-01-25,Premium,735.0,Cali,Colombia,Activo,Corresponsal Bancario
103887,Sofía,González,CC,7862684970,1990-01-19,2026-04-30,Basico,583.0,Cali,Colombia,Activo,Corresponsal Bancario
103888,Margarita,Muñoz,CC,6981420768,1986-10-08,2026-03-10,Basico,591.0,Medellin,Colombia,Activo,Portal Web
103889,Ana,Arango,CC,0681436597,1978-04-01,2026-07-25,Estandar,603.0,Medellin,Colombia,Activo,Portal Web
103890,Lucía,Montenegro,CC,9766105417,1979-11-19,2026-03-25,Basico,720.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
103891,Julián,Ruiz,CC,0760175180,1982-04-15,2025-11-15,Estandar,745.0,Cali,Colombia,Activo,Oficina
103892,María,Cardona,CC,7842845576,1997-09-27,2026-06-05,Premium,640.0,Barranquilla,Colombia,Activo,Oficina
103893,Sandra,Pineda,CC,7706672192,2008-07-22,2026-07-06,Estandar,641.0,Barranquilla,Colombia,Activo,Portal Web
103894,Orlando,Díaz,CC,3491430921,1993-03-22,2026-03-03,Estandar,696.0,Guadalajara,Mexico,Activo,Oficina
103895,Julieth,Cárdenas,CC,2597833674,1975-12-11,2026-08-15,Basico,706.0,Guadalajara,Mexico,Activo,App Movil
103896,Julián,Martínez,CC,8912059944,1972-03-22,2026-05-18,Premium,767.0,Medellin,Colombia,Activo,Portal Web
103897,Eduardo,Méndez,CC,6988012256,1979-11-10,2026-02-22,Basico,521.0,Santiago,Chile,Activo,Portal Web
103898,Orlando,Martínez,CC,3610880257,1982-11-22,2025-11-11,Estandar,,Santiago,,Activo,Portal Web
103899,Augusto,Gómez,CC,1620637035,1983-09-22,2026-03-22,Basico,543.0,Guadalajara,Mexico,Activo,Oficina
103900,Alirio,Beltrán,CC,9151676166,1995-07-13,2026-05-15,Basico,644.0,Santiago,Chile,Activo,App Movil
103901,Lucía,Córdoba,CC,5863602536,1989-11-19,2025-09-03,Basico,627.0,Santiago,Chile,Activo,Portal Web
103902,José,Díaz,CC,2092254508,1968-05-21,2026-08-17,Basico,645.0,Santiago,Chile,Activo,Corresponsal Bancario
103903,Norbey,Caro,CC,6940978738,1999-12-31,2025-10-30,Basico,570.0,Cali,Colombia,Activo,Corresponsal Bancario
103904,Katherin,López,CC,8341000665,1968-12-08,2026-03-22,Estandar,501.0,Medellin,Colombia,Activo,Oficina
103905,Andrés,Molina,CC,3930046035,1992-05-19,2026-06-23,Elite,440.0,Cali,Colombia,Activo,Oficina
103906,Fredy,Forero,CC,0897064937,1972-09-26,2025-10-25,Estandar,636.0,Guadalajara,Mexico,Activo,Oficina
103907,Alicia,Bautista,CC,4479058304,2005-06-18,2026-08-22,Basico,606.0,Medellin,Colombia,Activo,Portal Web
103908,Heidy,Hernández,CC,8902764513,1981-09-11,2026-05-17,Estandar,582.0,Medellin,Colombia,Activo,Oficina
103909,María,Barbosa,CC,0501985754,1997-06-26,2025-10-07,Estandar,782.0,Cali,Colombia,Activo,Corresponsal Bancario
103910,Dahiana,Pabón,CC,8084274062,2005-05-05,2026-03-27,Elite,564.0,Barranquilla,Colombia,Activo,Portal Web
103911,José,Sierra,CC,0725532052,1985-12-07,2026-07-24,Basico,791.0,Medellin,Colombia,Activo,Portal Web
103912,Emiro,Mosquera,CC,5501352471,1976-08-31,2025-09-09,Elite,,Lima,,Activo,App Movil
103913,Andrea,Mendoza,CC,8750513918,1999-05-24,2025-12-05,Basico,454.0,Lima,Peru,Activo,App Movil
103914,Fernando,López,CC,0514120074,2006-08-02,2026-01-08,Premium,659.0,Guadalajara,Mexico,Activo,App Movil
103915,Fernando,Gómez,CC,4515699332,1990-02-05,2026-03-03,Basico,610.0,Bogota,Colombia,Activo,App Movil
103916,Enith,Bermúdez,CC,2689947387,1989-09-17,2026-07-03,Premium,358.0,Santiago,Chile,Activo,Oficina
103917,Fredy,Ramírez,CC,9252390605,1982-03-04,2025-12-16,Elite,505.0,Lima,Peru,Activo,Oficina
103918,Jessica,Peña,CC,0712413739,1976-10-22,2026-07-12,Estandar,727.0,Bogota,Colombia,Activo,Oficina
103919,Santiago,Garzón,CC,2581936694,1989-08-24,2026-05-14,Estandar,851.0,Lima,Peru,Activo,App Movil
103920,Gabriel,Osorio,CC,3653145945,1966-05-08,2026-08-25,Premium,740.0,Santiago,Chile,Activo,Oficina
103921,Joaquín,Caicedo,CC,1508951463,1985-12-09,2025-10-21,Basico,682.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
103922,Dario,Oviedo,CC,1879897633,1992-09-23,2026-05-10,Estandar,647.0,Barranquilla,Colombia,Activo,Oficina
103923,Efrén,Ochoa,CC,2304233388,2008-08-16,2026-05-08,Premium,818.0,Medellin,Colombia,Activo,App Movil
103924,Fernando,Moreno,CC,9602509270,1992-01-09,2026-01-08,Basico,864.0,Medellin,Colombia,Activo,App Movil
103925,Beatriz,Rodríguez,CC,4386668470,1993-05-06,2026-07-21,Estandar,591.0,Ciudad de Mexico,Mexico,Activo,Oficina
103926,Edwin,Arango,CC,6027578966,1977-03-02,2026-02-20,Estandar,450.0,Barranquilla,Colombia,Activo,Oficina
103927,Alejandra,Mora,CC,5373808823,1983-08-25,2026-02-13,Basico,440.0,Barranquilla,Colombia,Activo,Oficina
103928,Liliana,Ordóñez,CC,9701998247,2003-05-19,2026-07-12,Estandar,782.0,Bogota,Colombia,Activo,App Movil
103929,Catherine,Barrera,CC,7518621098,1985-09-25,2025-11-05,Premium,645.0,Barranquilla,Colombia,Activo,App Movil
103930,Alexander,Pardo,CC,6367828168,1979-12-27,2026-04-16,Basico,668.0,Guadalajara,Mexico,Activo,Portal Web
103931,Michael,Giraldo,CC,0668812790,1970-01-20,2026-01-19,Basico,470.0,Barranquilla,Colombia,Activo,Oficina
103932,Mercedes,Leal,CC,5284658068,1977-12-12,2026-08-01,Estandar,574.0,Lima,Peru,Activo,Corresponsal Bancario
103933,Jaime,Buitrago,CC,9224199797,1978-11-17,2025-10-31,Basico,620.0,Santiago,Chile,Activo,Oficina
103934,María,González,CC,8083480985,1988-06-12,2026-04-20,Basico,670.0,Cali,Colombia,Activo,Portal Web
103935,Hugo,Muñoz,CC,8789048334,1984-08-21,2026-01-27,Basico,610.0,Cali,Colombia,Activo,Oficina
103936,Marta,Rosero,CC,8672602131,1974-07-19,2026-08-18,Estandar,546.0,Buenos Aires,Argentina,Activo,App Movil
103937,Enrique,Mora,CC,0666405997,2004-05-27,2026-05-05,Basico,571.0,Santiago,Chile,Activo,App Movil
103938,Fernando,Suárez,CC,0878037825,1993-02-22,2026-08-01,Basico,770.0,Medellin,Colombia,Activo,Oficina
103939,Camilo,Sepúlveda,CC,7126887041,1998-08-16,2026-02-02,Estandar,674.0,Cali,Colombia,Activo,Corresponsal Bancario
103940,Nelly,Pedraza,CC,7813731421,1983-09-27,2026-06-26,Premium,711.0,Barranquilla,Colombia,Activo,Portal Web
103941,Héctor,Camacho,CC,6247994433,1974-01-29,2026-08-25,Basico,560.0,Buenos Aires,Argentina,Activo,App Movil
103942,Fredy,Zapata,CC,8273059766,1996-07-18,2025-11-24,Estandar,354.0,Lima,Peru,Activo,App Movil
103943,Marcela,Silva,CC,0784640157,2008-01-24,2026-05-13,Premium,597.0,Medellin,Colombia,Activo,Oficina
103944,Mayerly,Parra,CC,6219978565,1993-08-29,2026-08-29,Estandar,563.0,Medellin,Colombia,Activo,Corresponsal Bancario
103945,Fernando,Ruiz,CC,5424586672,1977-10-22,2026-06-06,Basico,684.0,Barranquilla,Colombia,Activo,Oficina
103946,David,Córdoba,CC,0722679406,1982-08-25,2026-01-21,Premium,950.0,Ciudad de Mexico,Mexico,Activo,Oficina
103947,Enrique,López,CC,4138273868,1983-08-08,2025-10-04,Basico,719.0,Medellin,Colombia,Activo,Corresponsal Bancario
103948,Andrés,Villamil,CC,9238986225,1992-01-09,2026-03-25,Basico,923.0,Barranquilla,Colombia,Activo,Portal Web
103949,Jorge,Muñoz,CC,8629661035,2004-06-27,2025-11-01,Estandar,706.0,Lima,Peru,Inactivo,App Movil
103950,Mariela,Zapata,CC,8084371492,1981-11-23,2025-12-05,Estandar,587.0,Santiago,Chile,Activo,Oficina
103951,Lucy,Ramos,CC,5060012664,1998-10-05,2026-06-07,Estandar,684.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
103952,Guillermo,Henao,CC,0961490910,1962-01-15,2025-10-05,Basico,828.0,Buenos Aires,Argentina,Activo,Portal Web
103953,Luz,López,CC,6595454300,1981-11-17,2026-03-31,Elite,832.0,Ciudad de Mexico,Mexico,Activo,App Movil
103954,Diana,Rivas,CC,4627420522,1995-05-13,2025-12-13,Premium,592.0,Lima,Peru,Activo,Portal Web
103955,Ruth,Gil,CC,9873073216,1995-09-14,2026-03-20,Premium,675.0,Bogota,Colombia,Inactivo,App Movil
103956,Abelardo,Arias,CC,6910708611,1989-12-22,2025-09-07,Basico,507.0,Lima,Peru,Activo,Corresponsal Bancario
103957,John,López,CC,4025006422,1990-11-14,2026-05-30,Basico,732.0,Bogota,Colombia,Inactivo,Portal Web
103958,Nilson,Portilla,CC,4349465265,1975-04-03,2026-01-03,Estandar,805.0,Buenos Aires,Argentina,Activo,Portal Web
103959,Luz,Ruiz,CC,3477411602,1986-06-06,2026-08-06,Basico,653.0,Buenos Aires,Argentina,Activo,Oficina
103960,José,Bermúdez,CC,5388755987,1997-05-21,2025-10-21,Estandar,583.0,Buenos Aires,Argentina,Activo,App Movil
103961,Harold,Londoño,CC,2041552823,1966-07-03,2026-08-08,Basico,686.0,Medellin,Colombia,Activo,Portal Web
103962,Luz,Prieto,CC,6430329774,1988-08-06,2026-05-03,Basico,691.0,Buenos Aires,Argentina,Activo,App Movil
103963,Elizabeth,Guevara,CC,3329457867,1978-11-27,2025-11-24,Basico,658.0,Medellin,Colombia,Activo,Oficina
103964,Jhon,Ariza,CC,0477246497,1995-10-23,2026-03-05,Premium,667.0,Cali,Colombia,Activo,Corresponsal Bancario
103965,Milena,Salas,CC,8341906710,1984-02-15,2025-10-01,Estandar,632.0,Guadalajara,Mexico,Activo,App Movil
103966,María,Córdoba,CC,8442982993,1985-03-30,2026-03-22,Estandar,749.0,Buenos Aires,Argentina,Inactivo,Corresponsal Bancario
103967,Patricia,Acevedo,CC,2128265859,2008-02-17,2026-04-19,Basico,723.0,Santiago,Chile,Activo,Portal Web
103968,Heidy,Guevara,CC,2489105579,1964-07-12,2026-05-04,Basico,551.0,Buenos Aires,Argentina,Activo,Oficina
103969,Carlos,López,CC,8434565123,1972-10-18,2026-07-23,Estandar,548.0,Lima,Peru,Activo,Corresponsal Bancario
103970,Alexandra,Villegas,CC,4070806313,1992-12-28,2025-10-09,Basico,624.0,Medellin,Colombia,Activo,App Movil
103971,Juan,León,CC,4357845907,2002-02-05,2025-10-04,Basico,723.0,Cali,Colombia,Activo,Portal Web
103972,Laura,Barrios,CC,1282111264,1983-10-18,2025-09-21,Elite,664.0,Guadalajara,Mexico,Activo,Oficina
103973,Fernando,López,CC,8154478893,1987-04-20,2026-04-26,Estandar,,Guadalajara,,Activo,Corresponsal Bancario
103974,Sebastián,Acevedo,CC,7070507095,1984-04-08,2026-06-02,Basico,676.0,Bogota,Colombia,Activo,Corresponsal Bancario
103975,Gonzalo,Camargo,CC,6263276243,1986-01-13,2026-05-20,Elite,616.0,Ciudad de Mexico,Mexico,Activo,Portal Web
103976,Carmen,Quintero,CC,2079804707,1982-01-14,2026-02-20,Basico,738.0,Buenos Aires,Argentina,Activo,Oficina
103977,José,Molano,CC,3798775239,1971-03-23,2026-05-31,Estandar,683.0,Guadalajara,Mexico,Activo,App Movil
103978,Juan,Mejía,CC,3691845441,1982-05-06,2026-07-20,Estandar,618.0,Lima,Peru,Activo,Corresponsal Bancario
103979,Arturo,Arévalo,CC,8385792826,2001-04-12,2026-07-02,Basico,673.0,Santiago,Chile,Activo,Corresponsal Bancario
103980,Mario,Villamizar,CC,0165159952,1972-04-01,2026-01-01,Basico,781.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
103981,Sindy,Gutiérrez,CC,8715533317,1969-04-11,2025-12-08,Premium,593.0,Ciudad de Mexico,Mexico,Activo,Oficina
103982,Carlos,Perdomo,CC,1347561961,1951-04-30,2026-01-14,Basico,690.0,Ciudad de Mexico,Mexico,Activo,Portal Web
103983,Humberto,Rivera,CC,0210002786,2001-10-28,2025-11-11,Estandar,642.0,Cali,Colombia,Activo,Corresponsal Bancario
103984,Natalia,León,CC,9587005125,1986-06-05,2026-08-18,Basico,692.0,Bogota,Colombia,Activo,Corresponsal Bancario
103985,Lorena,Burbano,CC,0631905376,2008-05-23,2026-04-25,Premium,584.0,Cali,Colombia,Activo,Portal Web
103986,Emerson,Rojas,CC,8792746226,1982-07-13,2026-01-28,Estandar,661.0,Bogota,Colombia,Activo,Portal Web
103987,Emilio,Buitrago,CC,7531152438,1994-11-06,2026-07-22,Estandar,760.0,Barranquilla,Colombia,Activo,Portal Web
103988,Amelia,Andrade,CC,0757931444,1964-10-19,2026-05-13,Estandar,556.0,Medellin,Colombia,Activo,Oficina
103989,Jesús,Ortiz,CC,1996459624,1998-01-03,2026-01-17,Basico,517.0,Lima,Peru,Activo,Oficina
103990,Enrique,Cortés,CC,0927715736,2007-12-04,2026-02-22,Premium,520.0,Santiago,Chile,Activo,App Movil
103991,Andrés,Rodríguez,CC,7051825110,1994-05-02,2025-11-03,Estandar,532.0,Bogota,Colombia,Activo,Oficina
103992,Ramón,López,CC,8672075914,2008-09-03,2025-10-05,Basico,,Lima,,Activo,Corresponsal Bancario
103993,Yaneth,Villamizar,CC,6619667601,1979-01-02,2026-04-21,Elite,509.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
103994,Óscar,Martínez,CC,4340102655,2007-12-18,2026-06-18,Premium,620.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
103995,Marlene,Vélez,CC,7566573297,1988-08-14,2026-04-07,Basico,711.0,Lima,Peru,Activo,Oficina
103996,Carol,Suárez,CC,0506859023,2007-11-05,2025-10-26,Estandar,691.0,Bogota,Colombia,Activo,Oficina
103997,Olga,Ávila,CC,4621470616,1992-04-01,2025-11-01,Basico,611.0,Guadalajara,Mexico,Activo,App Movil
103998,Jhoan,Quintero,CC,7305342890,1969-03-13,2025-09-28,Premium,669.0,Lima,Peru,Activo,App Movil
103999,Jhoan,Blanco,CC,1629309615,1984-04-21,2025-10-26,Basico,,Santiago,,Activo,Corresponsal Bancario
104000,Arturo,Acosta,CC,0661690367,1999-07-04,2025-10-20,Elite,627.0,Cali,Colombia,Activo,Oficina
104001,Luz,Escobar,CC,4117977963,1989-05-28,2025-09-21,Basico,628.0,Buenos Aires,Argentina,Activo,App Movil
104002,Sandra,Córdoba,CC,4670996087,1988-09-04,2025-10-28,Basico,873.0,Santiago,Chile,Activo,Corresponsal Bancario
104003,Luisa,Guerrero,CC,1229830878,1983-04-19,2026-04-09,Basico,,Medellin,,Activo,Portal Web
104004,José,Amaya,CC,7988824375,2004-10-24,2026-07-07,Premium,898.0,Bogota,Colombia,Activo,Corresponsal Bancario
104005,Antonio,Rengifo,CC,6862748230,1980-12-03,2026-03-01,Basico,600.0,Guadalajara,Mexico,Activo,Portal Web
104006,Omar,Garcés,CC,9715475950,2008-08-24,2026-06-11,Premium,641.0,Santiago,Chile,Activo,Portal Web
104007,Martha,Portilla,CC,3672115678,1996-06-12,2026-03-16,Estandar,516.0,Bogota,Colombia,Activo,App Movil
104008,Reinaldo,Castro,CC,8282464913,1994-06-18,2025-10-17,Estandar,569.0,Lima,Peru,Activo,Corresponsal Bancario
104009,Verónica,Guerrero,CC,5094231596,1981-01-06,2025-11-03,Basico,840.0,Lima,Peru,Activo,Oficina
104010,Fernando,Correa,CC,8131915181,1988-05-19,2026-01-02,Premium,597.0,Cali,Colombia,Activo,Portal Web
104011,Camilo,Flórez,CC,9004790464,2005-06-09,2025-12-22,Basico,841.0,Buenos Aires,Argentina,Activo,App Movil
104012,Blanca,Muñoz,CC,5815193942,2000-05-07,2026-08-10,Premium,525.0,Bogota,Colombia,Activo,Oficina
104013,Mirian,Ospina,CC,1192689009,1986-01-25,2025-12-19,Basico,544.0,Barranquilla,Colombia,Activo,App Movil
104014,José,Chacón,CC,0681441666,1989-02-12,2026-08-31,Basico,615.0,Barranquilla,Colombia,Activo,Portal Web
104015,Diana,Acosta,CC,7294206708,1995-02-24,2026-07-12,Estandar,643.0,Barranquilla,Colombia,Activo,App Movil
104016,Isaac,Herrera,CC,8582404977,1993-12-05,2026-01-18,Elite,742.0,Bogota,Colombia,Activo,Oficina
104017,Alejandro,Fernández,CC,5724003031,1980-02-01,2026-05-27,Premium,695.0,Buenos Aires,Argentina,Activo,App Movil
104018,Dora,Cano,CC,8617598962,1994-12-27,2026-05-18,Estandar,608.0,Buenos Aires,Argentina,Activo,Oficina
104019,Iván,Duque,CC,9476419495,1989-11-03,2025-12-15,Basico,636.0,Medellin,Colombia,Activo,App Movil
104020,Wilson,Montenegro,CC,2519901026,1961-11-13,2026-08-24,Basico,618.0,Bogota,Colombia,Activo,Portal Web
104021,Cristina,Muñoz,CC,9227770859,2006-02-11,2025-12-16,Elite,558.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
104022,Viviana,Duarte,CC,6823955434,2008-02-10,2026-01-19,Estandar,561.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
104023,Rocío,Mesa,CC,1380115576,1979-05-17,2026-03-14,Basico,752.0,Lima,Peru,Activo,Oficina
104024,Alberto,Patiño,CC,5139855323,1997-08-26,2026-08-18,Estandar,467.0,Buenos Aires,Argentina,Activo,Portal Web
104025,Nelcy,Rodríguez,CC,3973175252,1991-10-14,2026-08-24,Premium,811.0,Cali,Colombia,Activo,App Movil
104026,Manuel,Becerra,CC,2434213957,1998-02-20,2026-06-20,Estandar,615.0,Lima,Peru,Activo,Oficina
104027,Dario,Rivas,CC,5628073350,1992-08-29,2026-05-10,Estandar,572.0,Guadalajara,Mexico,Activo,Oficina
104028,María,Blanco,CC,5580482940,1969-02-09,2025-10-16,Premium,723.0,Medellin,Colombia,Activo,Corresponsal Bancario
104029,Delia,Duarte,CC,2862558729,1979-05-18,2026-01-16,Estandar,798.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
104030,Liliana,Ardila,CC,7062587360,1978-01-10,2025-11-20,Premium,761.0,Lima,Peru,Activo,Portal Web
104031,José,Morales,CC,8226231675,2005-08-18,2026-03-15,Elite,700.0,Barranquilla,Colombia,Activo,Portal Web
104032,Gustavo,Martínez,CC,5327034147,2002-07-22,2026-08-29,Basico,758.0,Lima,Peru,Activo,App Movil
104033,Virginia,Quintero,CC,6886371379,2007-10-25,2026-08-23,Estandar,478.0,Lima,Peru,Activo,Corresponsal Bancario
104034,Juan,Ortega,CC,8053828981,1998-07-29,2026-05-27,Estandar,597.0,Bogota,Colombia,Activo,Oficina
104035,Orlando,Rueda,CC,3965753764,1977-06-28,2026-01-29,Estandar,558.0,Guadalajara,Mexico,Activo,Oficina
104036,Mario,Quintero,CC,2562220834,1982-04-22,2025-12-05,Estandar,772.0,Medellin,Colombia,Activo,Corresponsal Bancario
104037,Ángel,Serrano,CC,4299613807,1991-06-16,2026-05-25,Elite,611.0,Santiago,Chile,Activo,App Movil
104038,Ana,Buitrago,CC,6069939945,1988-10-27,2025-09-27,Premium,734.0,Buenos Aires,Argentina,Activo,Portal Web
104039,Patricia,Angarita,CC,8382921629,1997-04-13,2026-06-08,Premium,703.0,Cali,Colombia,Activo,Oficina
104040,José,Ariza,CC,0427857103,1986-06-17,2025-12-30,Basico,563.0,Medellin,Colombia,Inactivo,Portal Web
104041,Piedad,Ramírez,CC,0569562509,1978-11-08,2026-08-31,Premium,591.0,Bogota,Colombia,Activo,App Movil
104042,Jenny,Suárez,CC,2352888990,2008-04-20,2025-12-01,Basico,779.0,Bogota,Colombia,Activo,Oficina
104043,Javier,Barbosa,CC,8860811071,1984-12-01,2026-03-08,Estandar,572.0,Cali,Colombia,Activo,Portal Web
104044,Amparo,Sarmiento,CC,3603680858,1976-12-13,2025-12-05,Basico,662.0,Buenos Aires,Argentina,Activo,App Movil
104045,Alexander,Gutiérrez,CC,4372132677,1993-03-26,2025-11-27,Basico,571.0,Guadalajara,Mexico,Activo,App Movil
104046,Guillermo,Rojas,CC,8319180438,1979-12-30,2026-05-17,Basico,618.0,Cali,Colombia,Activo,Oficina
104047,Stiven,Benavides,CC,0979756842,1955-07-11,2025-11-25,Estandar,645.0,Barranquilla,Colombia,Activo,Portal Web
104048,Paola,González,CC,0187472913,1990-07-04,2026-01-02,Premium,571.0,Cali,Colombia,Activo,Corresponsal Bancario
104049,Sandra,Pérez,CC,6597460302,1983-11-22,2026-01-21,Basico,,Buenos Aires,,Activo,Oficina
104050,Eduardo,González,CC,1781704232,1997-06-10,2026-08-30,Estandar,678.0,Bogota,Colombia,Activo,Portal Web
104051,Ibeth,Álvarez,CC,8811859206,1986-06-20,2026-07-25,Basico,565.0,Medellin,Colombia,Activo,App Movil
104052,Marina,Zuluaga,CC,1652726189,1983-08-08,2026-03-13,Premium,568.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
104053,Sandra,Córdoba,CC,3100179251,1986-01-18,2026-05-29,Basico,556.0,Lima,Peru,Activo,Oficina
104054,Lorena,Gaviria,CC,2238013702,2000-11-29,2026-06-05,Basico,642.0,Bogota,Colombia,Activo,Oficina
104055,María,Ospina,CC,8194014696,1985-10-14,2026-05-25,Estandar,744.0,Cali,Colombia,Activo,Oficina
104056,Ana,Rueda,CC,6077272045,1971-05-09,2026-05-27,Basico,800.0,Santiago,Chile,Activo,Portal Web
104057,Luz,Amaya,CC,8063533350,1982-12-28,2026-05-14,Basico,577.0,Barranquilla,Colombia,Activo,App Movil
104058,Martha,Castillo,CC,2625104946,1977-05-30,2025-10-08,Elite,,Bogota,,Activo,Corresponsal Bancario
104059,Duván,Reyes,CC,0515133209,1991-04-10,2025-10-30,Basico,549.0,Medellin,Colombia,Activo,Oficina
104060,Rosalba,Ramírez,CC,9240741359,1980-02-29,2026-03-12,Estandar,758.0,Medellin,Colombia,Activo,App Movil
104061,Fernando,Guerrero,CC,5339036385,1985-04-02,2026-05-08,Basico,577.0,Buenos Aires,Argentina,Activo,App Movil
104062,Magdalena,Ramírez,CC,9195800084,2000-05-19,2026-04-11,Basico,562.0,Barranquilla,Colombia,Activo,Portal Web
104063,Sandra,Hernández,CC,6750146831,1985-01-23,2026-06-30,Estandar,575.0,Santiago,Chile,Activo,Portal Web
104064,Alba,Morales,CC,0394558464,1999-10-10,2026-02-02,Estandar,644.0,Lima,Peru,Activo,Portal Web
104065,Jorge,Martínez,CC,8190232016,1996-08-30,2025-12-26,Basico,707.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
104066,Brandon,López,CC,8890609175,1986-01-04,2026-03-24,Estandar,716.0,Ciudad de Mexico,Mexico,Activo,Oficina
104067,María,Tamayo,CC,1926775046,1985-03-04,2025-12-14,Basico,555.0,Guadalajara,Mexico,Activo,Oficina
104068,Diana,Giraldo,CC,2284396568,2003-08-11,2026-01-04,Basico,551.0,Cali,Colombia,Activo,App Movil
104069,Fabio,Polo,CC,8720204871,1976-04-14,2026-03-11,Estandar,558.0,Barranquilla,Colombia,Activo,Oficina
104070,Alexis,Salcedo,CC,6534764144,1982-02-26,2026-08-01,Estandar,638.0,Medellin,Colombia,Activo,App Movil
104071,Julián,Camargo,CC,7197453145,1996-11-05,2026-01-29,Basico,,Buenos Aires,,Activo,Oficina
104072,Carlos,Mosquera,CC,8002906954,2007-08-16,2026-05-04,Premium,554.0,Medellin,Colombia,Activo,Corresponsal Bancario
104073,Nelcy,Quiroz,CC,6427294361,1990-06-02,2026-02-06,Basico,676.0,Lima,Peru,Activo,Portal Web
104074,María,Páez,CC,0982450814,1994-09-03,2025-10-22,Estandar,876.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
104075,Camilo,Vergara,CC,7023607417,1987-08-11,2025-09-13,Estandar,599.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
104076,Luz,Osorio,CC,2252553134,1993-08-27,2026-04-18,Estandar,606.0,Guadalajara,Mexico,Activo,Oficina
104077,Mauricio,Cardona,CC,2280954175,2008-03-11,2026-07-16,Estandar,705.0,Cali,Colombia,Activo,Corresponsal Bancario
104078,Mónica,Gómez,CC,6379058482,1993-08-13,2026-05-23,Basico,594.0,Buenos Aires,Argentina,Activo,Oficina
104079,Luis,Marín,CC,9339691082,1992-01-03,2026-04-10,Basico,716.0,Santiago,Chile,Activo,App Movil
104080,Francisco,Salazar,CC,5612064646,1980-10-05,2026-06-08,Premium,578.0,Cali,Colombia,Activo,App Movil
104081,Fredy,Anaya,CC,6478562508,1997-06-21,2026-03-13,Basico,,Bogota,,Activo,Oficina
104082,Lina,Romero,CC,1439992570,1967-10-25,2026-01-15,Basico,684.0,Ciudad de Mexico,Mexico,Activo,Portal Web
104083,Fabio,Escobar,CC,2861028551,2008-07-19,2026-07-13,Basico,587.0,Lima,Peru,Activo,Oficina
104084,Tatiana,Contreras,CC,2552032865,1973-05-24,2025-09-22,Basico,591.0,Bogota,Colombia,Activo,App Movil
104085,Hernán,González,CC,1980528390,1991-07-03,2025-12-09,Estandar,598.0,Guadalajara,Mexico,Activo,Portal Web
104086,Gustavo,Quintero,CC,0673083038,1978-02-11,2025-11-17,Estandar,787.0,Lima,Peru,Activo,Corresponsal Bancario
104087,Rodrigo,Gutiérrez,CC,1677692191,1988-05-25,2025-09-01,Estandar,523.0,Cali,Colombia,Activo,Portal Web
104088,Felipe,Valencia,CC,7197095744,1975-08-25,2026-01-14,Basico,583.0,Bogota,Colombia,Activo,App Movil
104089,Doris,Toro,CC,0691438767,1993-05-19,2026-04-28,Basico,593.0,Santiago,Chile,Activo,Portal Web
104090,Adriana,Franco,CC,3155676959,2001-09-27,2026-05-11,Basico,648.0,Ciudad de Mexico,Mexico,Activo,Oficina
104091,Néstor,Pineda,CC,9626327324,1971-03-23,2026-07-13,Basico,622.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
104092,Marlon,Reyes,CC,0391905665,1990-01-12,2026-01-11,Basico,500.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
104093,Manuel,Obando,CC,4134307683,1985-10-22,2026-08-07,Premium,610.0,Lima,Peru,Activo,Portal Web
104094,Milena,Escobar,CC,8768160519,1973-10-07,2026-08-16,Estandar,640.0,Lima,Peru,Activo,Corresponsal Bancario
104095,Sandra,Alzate,CC,2423637437,2000-11-06,2026-01-04,Estandar,587.0,Guadalajara,Mexico,Activo,App Movil
104096,Tatiana,Gómez,CC,3184341357,1981-02-01,2026-05-06,Basico,718.0,Santiago,Chile,Activo,Corresponsal Bancario
104097,Alejandro,Cifuentes,CC,8261114762,1995-12-27,2026-03-27,Estandar,741.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
104098,María,Ramírez,CC,7873541455,1990-05-01,2025-10-25,Basico,642.0,Santiago,Chile,Activo,Portal Web
